HH_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	MONTH	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	HH_WEIGHT_MS	HH_WEIGHT_FOR_COUNTRY_MS	HH_WEIGHT_FOR_STATE_MS	HH_NON_RESPONSE_MS	HH_NON_RESPONSE_FOR_COUNTRY_MS	HH_NON_RESPONSE_FOR_STATE_MS	AGE_GROUP	OCCUPATION_GROUP	EDUCATION_GROUP	GENDER_GROUP	SIZE_GROUP	TOTAL_INCOME	INCOME_OF_ALL_MEMBERS_FROM_ALL_SOURCES	INCOME_OF_ALL_MEMBERS_FROM_WAGES	INCOME_OF_ALL_MEMBERS_FROM_PENSION	INCOME_OF_ALL_MEMBERS_FROM_DIVIDEND	INCOME_OF_ALL_MEMBERS_FROM_INTEREST	INCOME_OF_ALL_MEMBERS_FROM_FD_PF_INSURANCE	INCOME_OF_HOUSEHOLD_FROM_ALL_SOURCES	INCOME_OF_HOUSEHOLD_FROM_RENT	INCOME_OF_HOUSEHOLD_FROM_SELF_PRODUCTION	INCOME_OF_HOUSEHOLD_FROM_PRIVATE_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_GOVERNMENT_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_IN_KIND_TRANSFERS_FROM_GOVERNMENT	INCOME_OF_HOUSEHOLD_FROM_IN_KIND_TRANSFERS_FROM_NGO	INCOME_OF_HOUSEHOLD_FROM_BUSINESS_PROFIT	INCOME_OF_HOUSEHOLD_FROM_SALE_OF_ASSET	INCOME_OF_HOUSEHOLD_FROM_GAMBLING
53838470	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Balanced households with no Seniors	Agricultural Labourers	Households of all literates	Balanced	2 Members	11800	11000	11000	0	0	0	0	800	0	0	0	800	0	0	0	0	0
52553420	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Organised Farmers	Households of all literates	Balanced	2 Members	17000	17000	17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84956405	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Organised Farmers	Households of all literates	Male Majority	3 Members	28800	0	0	0	0	0	0	28800	0	0	0	800	0	0	28000	0	0
26000162	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Balanced households with no Seniors	Wage Labourers	Households of all literates	Balanced	2 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80161590	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Organised Farmers	Households of all literates	Female Majority	3 Members	25000	0	0	0	0	0	0	25000	0	0	0	0	0	0	25000	0	0
39706765	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Agricultural Labourers	Households of all literates	Only Females	1 Member	7800	7000	7000	0	0	0	0	800	0	0	0	800	0	0	0	0	0
40747873	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Balanced	2 Members	13800	13000	13000	0	0	0	0	800	0	0	0	800	0	0	0	0	0
39977387	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Wage Labourers	Households of all literates	Only Males	1 Member	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79308169	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Organised Farmers	Households of all literates	Male Majority	3 Members	30000	0	0	0	0	0	0	30000	0	0	0	0	0	0	30000	0	0
12011488	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Female Majority	3 Members	20800	20000	20000	0	0	0	0	800	0	0	0	800	0	0	0	0	0
99286977	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Organised Farmers	Matriculates minority household	Female Majority	3 Members	27000	0	0	0	0	0	0	27000	0	0	0	0	0	0	27000	0	0
62614592	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Balanced	2 Members	24000	24000	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36913597	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Wage Labourers	Matriculates majority household	Male Majority	3 Members	14800	14000	14000	0	0	0	0	800	0	0	0	800	0	0	0	0	0
89235498	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Wage Labourers	Matriculates majority household	Male Majority	3 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36150867	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_11754	Jan 2022	Sep 2021	Accepted	No Failure	N	3917.21422	3917.21422	3917.21422	1.586207	1.586207	1.586207	Grown-up - dominant	Organised Farmers	Households of all literates	Female Majority	3 Members	27000	0	0	0	0	0	0	27000	0	0	0	0	0	0	27000	0	0
17322257	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Organised Farmers	Matriculates majority household	Male Majority	3 Members	800	0	0	0	0	0	0	800	0	800	0	0	0	0	0	0	0
13807056	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	White-collar Clerical Employees	Graduates minority household	Female Majority	3 Members	32000	32000	32000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48243447	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Others households of Grown-ups	Retired/Aged	Matriculates majority household	Female Majority	7 Members	1400	0	0	0	0	0	0	1400	0	1400	0	0	0	0	0	0	0
42346033	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Female Dominated	4 Members	27800	26000	26000	0	0	0	0	1800	0	800	0	1000	0	0	0	0	0
39923120	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Organised Farmers	All Matriculates household	Female Majority	3 Members	1200	0	0	0	0	0	0	1200	0	1200	0	0	0	0	0	0	0
58208501	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Self-employed Entrepreneurs	Matriculates majority household	Balanced	4 Members	23000	23000	23000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20502167	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Non-Response	Locked	Data Not Available	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
95309370	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Others households of Grown-ups	Retired/Aged	Matriculates minority household	Female Majority	5 Members	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58107969	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Organised Farmers	Households of all literates	Balanced	2 Members	1000	0	0	0	0	0	0	1000	0	1000	0	0	0	0	0	0	0
75526943	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Organised Farmers	Matriculates minority household	Balanced	6 Members	1400	0	0	0	0	0	0	1400	0	1400	0	0	0	0	0	0	0
73659045	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Other households of the Young	Organised Farmers	Households of all literates	Female Majority	5 Members	600	0	0	0	0	0	0	600	0	600	0	0	0	0	0	0	0
60616041	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Wage Labourers	Households of all literates	Male Majority	3 Members	16500	16500	16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57052418	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Male Majority	3 Members	22950	22000	22000	0	0	0	0	950	0	950	0	0	0	0	0	0	0
65351683	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Male Majority	5 Members	22000	22000	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54287040	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Organised Farmers	Households of all literates	Male Dominated	4 Members	1100	0	0	0	0	0	0	1100	0	1100	0	0	0	0	0	0	0
81627614	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Nov 2021	Sep 2021	Non-Response	Locked	Data Not Available	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
59695467	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	15500	15500	15500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34092579	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Youngsters - dominant	Small/Marginal Farmers	Households of all literates	Female Majority	5 Members	15500	15500	15500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87521532	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	15200	15200	15200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38528374	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Male Dominated	4 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14340146	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23949774	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Male Dominated	4 Members	35000	35000	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34100910	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Male Majority	3 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58628188	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Non-Response	Locked	Data Not Available	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
78907646	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Male Majority	3 Members	13500	13500	13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69527180	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Male Dominated	4 Members	28800	28800	28800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69468667	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Female Majority	5 Members	26200	26200	26200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67512416	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Others households of Grown-ups	Self-employed Entrepreneurs	Matriculates minority household	Male Dominated	4 Members	24000	23000	23000	0	0	0	0	1000	0	0	0	1000	0	0	0	0	0
79878875	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59455207	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Agricultural Labourers	Households of all literates	Only Females	1 Member	12500	12500	12500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84103536	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Non-Response	Locked	Data Not Available	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
74712805	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11711	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Self-employed Entrepreneurs	Households of all literates	Female Majority	3 Members	15200	15200	15200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50709937	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Agricultural Labourers	Matriculates minority household	Male Dominated	4 Members	65000	65000	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87229706	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Wage Labourers	Matriculates majority household	Male Dominated	4 Members	13000	13000	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86718486	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Others households of Grown-ups	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	22200	22200	22200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19764395	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Agricultural Labourers	Matriculates majority household	Balanced	2 Members	13100	12500	12500	0	0	0	0	600	0	0	0	600	0	0	0	0	0
12867024	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Agricultural Labourers	Households of all literates	Only Females	2 Members	10700	9500	9500	0	0	0	0	1200	0	0	0	1200	0	0	0	0	0
11986208	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22200892	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	All Matriculates household	Balanced	2 Members	26000	26000	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71289932	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Female Majority	3 Members	13500	13500	13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22267079	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Balanced households with no Seniors	Small/Marginal Farmers	Matriculates majority household	Male Dominated	4 Members	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71399574	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Other households of the Young	Small/Marginal Farmers	Matriculates majority household	Female Dominated	5 Members	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15332394	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Male Majority	5 Members	20400	19800	19800	0	0	0	0	600	0	0	0	600	0	0	0	0	0
12193202	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Non-Response	Not accepted	Data Not Available	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
12992336	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Wage Labourers	Matriculates majority household	Balanced	2 Members	16100	15500	15500	0	0	0	0	600	0	0	0	600	0	0	0	0	0
71694655	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Youngsters - dominant	Small/Marginal Farmers	Matriculates majority household	Female Majority	5 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48724579	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Balanced	2 Members	19500	19500	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47545838	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11712	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Agricultural Labourers	Households of all literates	Male Majority	3 Members	12500	12500	12500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60518262	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Self-employed Entrepreneurs	All Matriculates household	Male Majority	3 Members	29100	28500	28500	0	0	0	0	600	0	0	0	600	0	0	0	0	0
12705264	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Male Majority	3 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13388044	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	White-collar Professional Employees	Graduates majority household	Male Majority	3 Members	30000	30000	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38129884	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Balanced	2 Members	22000	22000	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47286907	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Youngsters - dominant	Wage Labourers	Matriculates majority household	Male Majority	3 Members	18600	18000	18000	0	0	0	0	600	0	0	0	600	0	0	0	0	0
22328791	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Male Majority	3 Members	15200	15200	15200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59158334	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Others households of Grown-ups	Small/Marginal Farmers	Households of all literates	Male Majority	5 Members	23600	23000	23000	0	0	0	0	600	0	0	0	600	0	0	0	0	0
35217397	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Dec 2021	Sep 2021	Accepted	No Failure	N	2751.011687	2751.011687	2751.011687	1.376054	1.376054	1.376054	Youngsters - dominant	Self-employed Entrepreneurs	Households of all literates	Male Majority	3 Members	24100	23500	23500	0	0	0	0	600	0	0	0	600	0	0	0	0	0
