WAVE_NO	HH_ID	MEM_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	MEM_WEIGHT_W	MEM_WEIGHT_FOR_COUNTRY_W	MEM_WEIGHT_FOR_STATE_W	GE15_MEM_WEIGHT_W	GE15_MEM_WEIGHT_FOR_COUNTRY_W	GE15_MEM_WEIGHT_FOR_STATE_W	MEM_NON_RESPONSE_W	MEM_NON_RESPONSE_FOR_COUNTRY_W	MEM_NON_RESPONSE_FOR_STATE_W	GE15_MEM_NON_RESPONSE_W	GE15_MEM_NON_RESPONSE_FOR_COUNTRY_W	GE15_MEM_NON_RESPONSE_FOR_STATE_W	MEMBER_STATUS	REASON_FOR_EMIGRATION_IMMIGRATION	EMIGRATED_IMMIGRATED_FROM_TO_STATE	EMIGRATED_IMMIGRATED_FROM_TO_DISTRICT	EMIGRATED_IMMIGRATED_FROM_TO_REGION_TYPE	WILL_EMIGRATE	WILL_EMIGRATE_REASON	TIME_TO_EMIGRATE	WILL_EMIGRATE_STATE	WILL_EMIGRATE_DISTRICT	WILL_EMIGRATE_REGION_TYPE	GENDER	AGE_YRS	AGE_MTHS	RELATION_WITH_HOH	MARITAL_STATUS	STATE_OF_ORIGIN	RELIGION	CASTE	CASTE_CATEGORY	LITERACY	EDUCATION	DISCIPLINE	HAS_DIPLOMA	DISCIPLINE_OF_DIPLOMA	NATURE_OF_OCCUPATION	INDUSTRY_OF_OCCUPATION	OCCUPATION	EMPLOYMENT_STATUS	EMPLOYMENT_STATUS_SINCE_YRS	EMPLOYMENT_STATUS_SINCE_MTHS	EMPLOYMENT_STATUS_SINCE_DAYS	TYPE_OF_EMPLOYMENT	EMPLOYMENT_ARRANGEMENT	PLACE_OF_WORK	TIME_TO_START_WORKING	TIME_SPENT_ON_WORK_FOR_HH_AND_MEM	TIME_SPENT_ON_WORK_FOR_EMPLOYER	TIME_SPENT_ON_WORK_AS_UNPAID_TRAINEE	TIME_SPENT_ON_WORK_AS_UNPAID_VOLUNTEER	TIME_SPENT_ON_TRAVEL	TIME_SPENT_ON_LEARNING	TIME_SPENT_ON_RELIGIOUS_ACTIVITIES	TIME_SPENT_ON_OUTDOOR_SPORTS	TIME_SPENT_ON_HANGING_OUT_OR_WITH_FRIENDS	TIME_SPENT_ON_INDOOR_ENTERTAINMENT	TIME_SPENT_ON_OTHER_ACTIVITIES_FOR_SELF	IS_HEALTHY	IS_ON_REGULAR_MEDICATION	IS_HOSPITALISED	HAS_BANK_AC	HAS_CREDITCARD	HAS_KISAN_CREDITCARD	HAS_DEMAT_AC	HAS_PF_AC	HAS_LIC	HAS_HEALTH_INSURANCE	HAS_MOBILE
26	22328791	2	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	53	0	Spouse	Married	Karnataka	Hindu	Caste not stated	OBC	Y	8th Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	30	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	8.5	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	10.5	Y	N	N	Y	N	N	N	N	N	N	N
26	22328791	3	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Shifted to in-laws/new residence after marriage	Karnataka	Gadag	URBAN	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
26	22328791	4	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Shifted to in-laws/new residence after marriage	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
26	22328791	5	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Shifted to in-laws/new residence after marriage	Karnataka	Gadag	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
26	22328791	6	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	18	0	Son	Unmarried	Karnataka	Hindu	Caste not stated	OBC	Y	12th Std. Pass	Commerce	N	Not Applicable	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	6	-100	-100	Not Applicable	Not Applicable	Not Applicable	Don't Know	0.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	19.0	Y	N	N	Y	N	N	N	N	N	N	N
26	59158334	2	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	66	0	HOH	Widowed	Karnataka	Hindu	Other OBC	OBC	Y	2nd Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	6	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	1.5	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.5	18.0	Y	N	N	Y	N	N	N	N	N	N	N
26	59158334	3	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	46	0	Son	Married	Karnataka	Hindu	Other OBC	OBC	Y	8th Std. Pass	Not Applicable	N	Not Applicable	Small Farmer	Crop Cultivation	Subsistence crop farmers (Small crop farmers)	Employed	18	-100	-100	Full-time	Self-employed not on digital platform	Own-farm	Not Applicable	1.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.5	9.0	Y	N	N	Y	N	N	N	N	N	N	Y
26	59158334	4	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	42	0	Daughter-in-law	Married	Karnataka	Hindu	Other OBC	OBC	Y	5th Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	15	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	7.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.5	12.5	Y	N	N	Y	N	N	N	N	N	N	N
26	59158334	5	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	0.0	0.0	0.0	2.211332	2.211332	2.211332	0.0	0.0	0.0	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	12	0	Grandchild	Married	Karnataka	Hindu	Other OBC	OBC	Y	7th Std. Pass	Not Applicable	N	Not Applicable	Student	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	20.0	Y	N	N	N	Not Applicable	Not Applicable	N	Not Applicable	N	N	N
26	59158334	6	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	0.0	0.0	0.0	2.211332	2.211332	2.211332	0.0	0.0	0.0	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	10	0	Grandchild	Not Applicable	Karnataka	Hindu	Other OBC	OBC	Y	4th Std. Pass	Not Applicable	N	Not Applicable	Student	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Y	N	N	N	Not Applicable	Not Applicable	N	Not Applicable	N	N	N
26	35217397	2	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	48	0	HOH	Widowed	Karnataka	Hindu	Other OBC	OBC	Y	7th Std. Pass	Not Applicable	N	Not Applicable	Agricultural Labourer	Crop Cultivation	Agricultural labourers/Plantation workers	Employed	25	-100	-100	Full-time	Daily Wage worker/ Casual labour	Other's farm	Not Applicable	1.5	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	11.0	Y	N	N	Y	N	N	N	N	Y	Y	Y
26	35217397	3	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Shifted to in-laws/new residence after marriage	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
26	35217397	4	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	18	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	11th Std. Pass	Arts	N	Not Applicable	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	6	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	0.0	-100.0	0.0	0.0	0.0	4.0	0.0	0.0	1.5	2.0	16.5	Y	N	N	Y	N	N	N	N	N	Y	N
26	35217397	5	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	20	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	10th Std. Pass	Not Applicable	N	Not Applicable	Agricultural Labourer	Crop Cultivation	Agricultural labourers/Plantation workers	Employed	2	-100	-100	Full-time	Daily Wage worker/ Casual labour	Other's farm	Not Applicable	0.5	8.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	11.0	Y	N	N	Y	N	N	N	N	N	Y	Y
26	21243645	1	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	58	0	HOH	Married	Karnataka	Hindu	Other OBC	OBC	Y	8th Std. Pass	Not Applicable	N	Not Applicable	Small Farmer	Crop Cultivation	Subsistence crop farmers (Small crop farmers)	Employed	35	-100	-100	Full-time	Self-employed not on digital platform	Own-farm	Not Applicable	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	10.5	Y	N	N	Y	N	N	N	N	Y	Y	Y
26	21243645	2	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	52	0	Spouse	Married	Karnataka	Hindu	Other OBC	OBC	Y	5th Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	32	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	9.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	1.5	12.0	Y	N	N	Y	N	N	N	N	N	N	N
26	21243645	3	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	30	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	10th Std. Pass	Not Applicable	N	Not Applicable	Small Farmer	Crop Cultivation	Subsistence crop farmers (Small crop farmers)	Employed	10	-100	-100	Full-time	Self-employed not on digital platform	Own-farm	Not Applicable	1.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	10.5	Y	N	N	Y	N	N	N	N	N	N	Y
26	21243645	4	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	25	0	Daughter-in-law	Married	Karnataka	Hindu	Other OBC	OBC	Y	9th Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	5	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	0.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	20.0	Y	N	N	Y	N	N	N	N	N	N	N
26	21243645	5	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	0.0	0.0	0.0	2.211332	2.211332	2.211332	0.0	0.0	0.0	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	3	0	Grandchild	Not Applicable	Karnataka	Hindu	Other OBC	OBC	Not Applicable	No Education	Not Applicable	Not Applicable	Not Applicable	NonSchooling Child	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Y	N	N	Y	Not Applicable	Not Applicable	N	Not Applicable	N	N	Not Applicable
26	24611527	1	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	45	0	HOH	Married	Karnataka	Hindu	Other OBC	OBC	Y	9th Std. Pass	Not Applicable	N	Not Applicable	Self Employed Entrepreneur	Retail Trade	Smaller businessmen (smaller shops or offices), Shopkeepers, small dhaba owners	Employed	25	-100	-100	Full-time	Self-employed not on digital platform	Own - establishments/shops/vehicles	Not Applicable	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	12.0	Y	N	N	Y	N	N	N	N	Y	Y	Y
26	24611527	2	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	42	0	Spouse	Married	Karnataka	Hindu	Other OBC	OBC	Y	8th Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	20	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	8.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.5	11.5	Y	N	N	Y	N	N	N	N	N	N	N
26	24611527	3	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	18	0	Daughter	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	12th Std. Pass	Arts	N	Not Applicable	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	6	-100	-100	Not Applicable	Not Applicable	Not Applicable	Don't Know	0.0	-100.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	2.0	16.0	Y	N	N	Y	N	N	N	N	N	N	N
26	24611527	4	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	16	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	10th Std. Pass	Not Applicable	N	Not Applicable	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	4	-100	-100	Not Applicable	Not Applicable	Not Applicable	Don't Know	0.0	-100.0	0.0	0.0	0.0	6.5	0.0	0.0	1.5	2.0	14.0	Y	N	N	N	Not Applicable	Not Applicable	N	N	N	N	N
26	11961562	1	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	55	0	HOH	Widowed	Karnataka	Hindu	Lingayat	Intermediate Caste	Y	5th Std. Pass	Not Applicable	N	Not Applicable	Small Farmer	Crop Cultivation	Subsistence crop farmers (Small crop farmers)	Employed	38	-100	-100	Full-time	Self-employed not on digital platform	Own-farm	Not Applicable	1.5	7.5	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	11.5	Y	N	N	Y	N	N	N	N	Y	N	Y
26	11961562	3	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	30	0	Son	Married	Karnataka	Hindu	Lingayat	Intermediate Caste	Y	10th Std. Pass	Not Applicable	N	Not Applicable	Small Farmer	Crop Cultivation	Subsistence crop farmers (Small crop farmers)	Employed	10	-100	-100	Full-time	Self-employed not on digital platform	Own-farm	Not Applicable	0.5	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	11.0	Y	N	N	Y	N	N	N	N	Y	N	Y
26	11961562	4	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	26	0	Daughter-in-law	Married	Karnataka	Hindu	Lingayat	Intermediate Caste	Y	10th Std. Pass	Not Applicable	N	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	5	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	7.0	-100.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	13.5	Y	N	N	Y	N	N	N	N	Y	N	N
26	11961562	5	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	0.0	0.0	0.0	2.211332	2.211332	2.211332	0.0	0.0	0.0	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	4	0	Grandchild	Not Applicable	Karnataka	Hindu	Lingayat	Intermediate Caste	Not Applicable	No Education	Not Applicable	Not Applicable	Not Applicable	NonSchooling Child	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Y	N	N	N	Not Applicable	Not Applicable	N	Not Applicable	N	N	Not Applicable
26	11961562	6	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	0.0	0.0	0.0	2.211332	2.211332	2.211332	0.0	0.0	0.0	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	2	0	Grandchild	Not Applicable	Karnataka	Hindu	Lingayat	Intermediate Caste	Not Applicable	No Education	Not Applicable	Not Applicable	Not Applicable	NonSchooling Child	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Y	N	N	N	Not Applicable	Not Applicable	N	Not Applicable	N	N	Not Applicable
26	23079769	1	Karnataka	HR 61	Gadag	RURAL	HR 61_RURAL_R	PSU_ID_11713	Aug 2022	Accepted	No Failure	N	3396.386918	3396.386918	3396.386918	3194.611837	3194.611837	3194.611837	2.211332	2.211332	2.211332	2.136722	2.136722	2.136722	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	53	0	HOH	Widowed	Karnataka	Hindu	Other OBC	OBC	Y	7th Std. Pass	Not Applicable	N	Not Applicable	Small Farmer	Crop Cultivation	Subsistence crop farmers (Small crop farmers)	Employed	35	-100	-100	Full-time	Self-employed not on digital platform	Own-farm	Not Applicable	3.5	7.5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	9.0	Y	N	N	Y	N	N	N	N	Y	N	Y
